review_id,product_id,agent_name,sound,noise_cancel,comfort,customer_care,microphone,connectivity,price,built,bluetooth,bass,review_text
295711,132,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Stopped working after 4 months
299590,136,AMIT,positive,Not discussed,positive,Not discussed,Not discussed,positive,Not discussed,Not discussed,positive,Not discussed,My dream headphones and just perfect as I dreamt of. Extremely comfortable. Perfectly fit over ears and great sound clarity. Use to connect to my mac and iPhone and it switches to to which ever is applicable. Very easy to pair and easy to use switches.
307625,144,AMIT,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,"Gift for a 10.5 year old boy.  Great quality, stands up to use by a young boy, outstanding sound."
289596,126,AMIT,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,negative,negative,Not discussed,Not discussed,"Purchased a pair of these head phones last August.  The headphones completely stopped charging/ turning on after several months.  The company replaced the headphones which was great except the replacement pair ALSO stopped working.  I have literally owned two pairs of these headphones, both with light use and no excessive wear and tear and both times have failed under 6 months.  The company did not agree to replace the second pair which shows that they do not stand by their product.  It is safe to say this product is a piece of junk that will most likely fail after several months as I have experienced.  If you like the price, remember this is more of a rental price than a purchase because you WILL be buying a new pair.  I highly recommend shelling out a few more bucks for a more reputable product.  I'm skeptical of the highly regarded views on here.  Seems like a case of paid reviews to bump a product up the Amazon list..."
289596,126,AMIT,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,negative,negative,Not discussed,Not discussed,"Purchased a pair of these head phones last August.  The headphones completely stopped charging/ turning on after several months.  The company replaced the headphones which was great except the replacement pair ALSO stopped working.  I have literally owned two pairs of these headphones, both with light use and no excessive wear and tear and both times have failed under 6 months.  The company did not agree to replace the second pair which shows that they do not stand by their product.  It is safe to say this product is a piece of junk that will most likely fail after several months as I have experienced.  If you like the price, remember this is more of a rental price than a purchase because you WILL be buying a new pair.  I highly recommend shelling out a few more bucks for a more reputable product.  I'm skeptical of the highly regarded views on here.  Seems like a case of paid reviews to bump a product up the Amazon list..."
290344,127,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,These Bluetooth Headphones are a real value.  They are very comfortable.  They work wonderful with my Macbook Pro.
293210,130,AMIT,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"it's amazing , the voice quality, the ANC, and the look and feel, my colleague says I have a ""advanced"" headphone???also my kid loves to wear it to watch video.  Seems cannot charge when turn on , so I had to turn off for charging."
280301,117,AMIT,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,"I LOVE these headphones!  Noise cancelling feature is amazing. I bought them in anticipation of several business flights coming up. I hate flying, and I was looking for a better way to relax on the airplane. The noise cancelling removed all other sounds. No engine drone, nothing. It was purely amazing. I don't know how I ever flew without these before. Now I'm using them everyday in my office and it removes the background sounds of an office just as well. Battery life is superb. Sound is fantastic. I compared them to my friends $300 + noise cancelling headphones (name rhymes with Rose) and I could not tell a difference. Highly recommend for the price."
284091,121,AMIT,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,"After first-time use, I'm enjoying the product so far.  A couple things I want to bring up, but overall so far, so good.  I bought these primarily because I wanted a different set of earbuds than my apple ones for listening to music while working out, which I am trying to do more regularly.  My ultimate goal is getting some music onto my ticwatch E and listening straight from the watch, but I haven't done that yet.  I have noticed a few things that could use some improvement, though I'm not sure how you can tackle this.1) The earbuds seem to stay in the ear just fine with the wings, and I am using the smaller tips.  However, if you push them in too much, the music sounds like it's cutting in and out because of your body moving up and down, etc.  That's annoying however if you pull the tips out from the ear canal a little bit, it seems to be much better.  I would just continue to work on testing that out and seeing what ear tips, wings, materials combination of creating a good seal while moving and that it has no impact on the sound while working out, running, walking, etc.2) The quality of the sound is pretty good overall!  The clarity of the highs is good, however I would love more bass (but that's just me).3) The length of the charging cable is too short.  Would love a longer length!That's about it for now! Thank you for producing a great product so far!"
288522,125,AMIT,positive,Not discussed,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"First set had one side not working when using the cord.  Returned it and second set was great.  Sounds better than our Bose ones, love love them.  Soft and comfortable, and gorgeous design!  Very very happy."
299041,136,AMIT,Not discussed,negative,positive,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,Not discussed,"The most comfortable over ear headphones I've ever owned. I've worked in high density offices for the past 6 years and I wish I had purchased these years ago. I've owned mine for a month now and haven't encountered any issues. I tried 3 others pairs of headphones before choosing these (Beats, Seinnheiser, Bohm). This pair of Bose headphones are lighter, have a more comfortable fit, do a better job with noise cancelling, and are more compact in their case. The price was more than I had wanted to spend, but because I wear them everyday, they are worth it."
288930,125,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"don???t buy. the solo series is defective, the left side Will stop working. The same thing happened with my friend who bought from this seller."
293332,130,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,A red light for charging.  Should have a green light for fully charged.
295553,132,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Stopped connecting to bluetooth after 4 month.  If I could give it zero stars I would/
295889,132,AMIT,negative,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,positive,"The ear phones do not stay firmly in place. Sound is not unlike a 70's laid back FM radio DJ when ear phones are first inserted but, of course, it deteriorates quickly as the plugs dislodge and fall away. The act of adjusting the sound level/answering phone/pause/run invariably results in dislodging the left ear plug. Battery life is as advertised, about 6 or 7 hours. Surprisingly, the radio is decent. Unlike many other BT devices, no drop outs were detected."
296377,133,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"Its a good headphone, arrived ahead of sched"
284787,121,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,A super convenient pair of headphones.  I run a lot and have really liked these on my runs.
301885,139,AMIT,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,positive,"After using these for a month, these are the best earphones I have ever owned. Before purchasing these, I  never spent more than $20 on earphones. But after the Apple-issued earphones died on me, and a cheap knock off I bought off Amazon stopped working after a month as well, I decided enough was enough and it was time to pay up. Here are my impressions:What I like:Deep bass, totally changed my experience of listening to music.Noise isolation, even without anything playing block off background noise really well.Cable length just right sizePause and play controlNice red color (if red is your thing)Come in a carrying bag to avoid tanglingActually stick in my earsWhat I don't like:No volume controlLabeling R/L bit confusing (really nit-picking)"
295948,133,AMIT,positive,negative,Not discussed,Not discussed,Not discussed,positive,Not discussed,positive,Not discussed,Not discussed,"So far I like the headphones. I noticed the SOUND QUALITY is better using Bluetooth when connected to your phone as opposed to using the cable that comes with the headphones. However, the opposite is true when plugging the headphones into my computer (2011 macbook pro). The volume is louder and the sound is crisp (in my opinion).Because I've read reviews about the issues of quality with the build, I've been treating them with care as I don't want to break the swivel part but so far, I haven't had any issues and I plan to keep it that way.They can block the noise of the outside when the volume is up close to max but they don't cancel noise when listening at regular volume. This is not bad at all but if you want to cancel noise, it won't happen. Again, that's not really a bad thing and the sound is still very good. Spacial awareness over blasting music is what I say!CONNECTING to the device was simple to start and I've connected my ipod and computer to it pretty easily. The only thing I don't like (not a deal breaker by far) is connecting back to the headphones. What i mean by this is if I play music from my ipod I can connect my phone by clicking on the bluetooth device in my settings BUT it only connects for calls and not music so I have to tap my phone to the headphones to connect via NFC and then I am fully connected. Other than that, everything is good and I am planning on buying a hard shell carrying case to further protect my investment.I purchased these because a classmate of mine let me try them and the sound was lovely plus she had them for 3 years and said she's had no issues. every time we have class she is wearing them so that was enough for me to hear."
299884,136,AMIT,negative,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,negative,Not discussed,"These are not worth the increased cost.  The Bluetooth function is not good.  The sound quality for phone calls is below average at best.  You can't use them effectively outside to talk with someone on the phone (due to poor sound quality).  I purchased these looking forward to the ""reputation"" that Bose has for quality sound, but after using them for a week, I am really disappointed.Bottom line: Not worth the cost."
296149,133,AMIT,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"I bought the headphones, I instantly loved them. I have beats and these out-preform them by a long shot, but one day they fell off my desk and the swivel where the earpiece itself is connected to the  headset snapped and broke, I was disappointied . I'm getting a refund but I am going to but them agian because they are such great headphones."
307036,144,AMIT,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,"I bought these for my 4 1/2 year-old boy to watch movies on a laptop and on plane trips.  It took a while for him to get used to them, but he now loves to wear them.  They're soft on his ears and easily adjustable.  They come in a nice fabric bag too.  I recommend them!"
299940,137,AMIT,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,positive,negative,Not discussed,Not discussed,"We have been using these earbuds for only 7 months and they no longer work.  Very disappointed and would not recommend.Update:  Panasonic customer service terrible.  Called to ask about warranty.  When I purchased these on Amazon, I chose them because it stated a 1 year warranty.  Now this information has been taken off Amazon, apparently because it was an error.  I even spoke to Panasonic confirming date of purchase and they told me to send them in for  replacement.  They were retuned stating out of warranty.  Was only 90 day.  Now I understand.  They are not worth $10.  They were charging $25 to repair."
284459,121,AMIT,positive,Not discussed,Not discussed,Not discussed,positive,negative,Not discussed,positive,Not discussed,Not discussed,"Good set of headphones. Unfortunately, I think they died on me after a couple weeks of usage. When I try turning them on, I get this really bizarre static noise and it does not connect to my phone.When they did work, headphones sound great for Bluetooth. They stick really well in my ears when I go for a run and do not start falling out of my ear. Battery life is fantastic. Microphone sounds good for making phone callsGood set of headphones just disappointed that I got what looks like a dud"
305864,143,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,"I purchased two of these headphones for my boys to use during our long flights. They have a nice design and didn???t take up too much space in their bags since they???re foldable. Although the headphones are adjustable, they were too big for my small 5 year old so they kept falling off. The cord is also very long. I had to get creative in pinning it to keep it out of my little one???s way.They don???t seem to ???lock??? very well. My oldest son adjusted them for his head size, but they slide down every now and causing him to re-adjust. It???s not a huge deal though.I wish they had a volume control feature. The kids like to really crank it up , which isn???t safe for their ears so it would be nice to set the volume.Pretty decent pair. I needed something shipped overnight for our flights & these were great. Lasted for about a month now and shipped extremely fast. My kids can also get a little rough so I love the braided cords"
307785,144,AMIT,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,My son really liked them for the 2 months they worked.UPDATE:  BestGot reached out to me and sent another set of headphones for my son for free.I appreciated that kind of service.
287242,124,AMIT,Not discussed,positive,Not discussed,Not discussed,neutral,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"I love these - they can be bulky if you're using them for travel, but with all of the noise on an airplane, these are great with cancelling some of that noise.  The only downside (which isn't really that important, hence no loss of stars) is when using these for Bluetooth conference calls.  There isn't a mic built into the headset itself, so I need to use the cord for calls.  But if I'm not actively presenting on a call, I can certainly use them to listen to the presentation without wires."
299368,136,AMIT,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,The clarity these bring to music is amazing.  They just work and they sound great.
283233,120,AMIT,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"I ordered this product used it for 2 weeks at home with iphone6 no longer works can't return because ""return window"" is closed!  NOT HAPPY"
299852,136,Akshay,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Sound comfort looks all 5 star
279332,116,AMIT,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,"Likes:  quality of sound,  long battery life, if it's not being used, it will power itself off to conserve battery life.Dislike:  if my phone is on vibrate, and not in my ear, I don't know someone is calling me."
291617,128,AMIT,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Wow just opened it and it has amazing sound!!!
290727,127,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"Not a bad product but it is ok, did not exceed my expectations"
287336,124,sachin,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"Best headphones ever, usually Bluetooth are weaker in sound but not with these"
305519,142,Akshay,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"I use the headphones mostly when I go to the gym which is very noisy.  This Bose product is perfect!  It cancels the noise and  has fantastic sound!  I am so surprised about its battery life.  It is very long lasting!  In short, I love my headphones!  I???m not quite sure how to use the built-in Alexi?"
297820,134,sachin,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,I've been using the headphones for less than a day. There is already a short in the auxiliary port in the headphones. The quality of these headphones is insanely poor. I will never buy another Bose product again.
284387,121,Akshay,Not discussed,Not discussed,neutral,Not discussed,Not discussed,negative,Not discussed,Not discussed,neutral,Not discussed,"- Battery: I use it for 1 hour max a day and charge it once a week.- Fit: For first two days felt it little weird, as it feels like ear closed fully, but got used to it after that. Different sizes of ear bud covers makes it easy. Does not fall in the gym."
292384,129,AMIT,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,positive,positive,Not discussed,Not discussed,"I bought these in mid-September, and everything had been fantastic, until Friday, almost 8 months later, when the left earbud or whatever randomly stopped working. However, given the price, quality, and stats of these, plus Anker's warranty and ridiculously awesome track record with their customer service, I would still, and already have, recommend/ed these headphones. I have not yet contacted Anker about the thing from last Friday, however I bet my experience with their customer service will easily warrant a bump up of my rating from a 4 to a 5.I have a couple minor wishes for preferred slight design tweaks, but these are still fantastic. I will add these thoughts later."
298030,135,sachin,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,positive,Not discussed,Not discussed,"Great value for the price. Allows me to watch asmr videos to sleep next to my noise as heck neighbors! Allows me to get engrossed in netflix videos in a crowded place. I periodically take these off or just wear one for security reasons- I don't want to completely block out my hearing- but I love these nonetheless. mostly purchased for price, very happy with quality.."
297060,134,AMIT,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,"I love these! They sound good and the noise cancelling is second to none. I'm very satisfied!I also picked up this bluetooth adapter, which has made these even better! https://smile.amazon.com/Wireless-Bluetooth-Adapter-Comfort-Headphones/dp/B077VVNCGL/ref=cm_cr_arp_d_product_top?ie=UTF8"
308614,145,Ashish,positive,Not discussed,positive,Not discussed,Not discussed,positive,Not discussed,positive,positive,positive,"I felt like I was taking a risk buying these, considering the dodgy reputation that true wireless earbuds generally have. However, so far I have been BLOWN AWAY by these. I???m a huge audiophile who listens to lots of music and has gone through many different pairs of headphones, and these just might be my favorite set!- The sound is incredible. Clear, rich, and well-balanced all across the board.- Holy convenience! Pair these up with your phone once, and from then on, they automatically and instantly connect when you take them out of the case, and automatically disconnect when you put them back in. Using them is so simple and efficient.- I haven???t really pushed the limits of the battery life, I routinely charge these up to 100% every night, but it???s most definitely enough to get me through a whole day at work, so I???m perfectly content in that area.- The buds fit securely in my ears and don???t fall out, and the material is great. Comfy, secure, and sleek.So far I???ve only found two very minor cons.- When they???re on, whether music is playing or not, there???s some very very faint static. It???s only really audible if you listen extremely closely, and it doesn???t at all detract from the experience.- Occasionally both buds will cut out for a split second during a song. Not sure if it???s a battery issue or if my set is slightly defective. But it happens infrequently enough that, like the static, it hasn???t detracted from my experience.I seriously can???t recommend these enough! Despite some very minor flaws, they???re a SOLID pair of buds."
302228,139,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,"This is going to be a fairly long review. Scroll down for the shorter version.I had been searching for an inexpensive pair of in-ears. Had ordered three pairs (this being the third) one after the other. The first two had something or the other annoying about it for me. I almost gave up my search and began to live with the previous pair. I decided to give Sony another try. I own Sony MDR XB 400 and they are by far the best on-ears I've ever had. I typed in Sony MDR XB and went through the extensive list of audio gear. I read the reviews and was waiting eagerly for my order to arrive. I got it today and fell in love with it right out of the box.A little about me: I'm a basshead and I love my base at the point at which you can enjoy the deep bass whilst hearing the mids and highs clearly(like Audio Technica). I listen majorly to RnB, electro Pop, Black Sabbath, Iron Maiden and occasional blues.Tl;dr: Sony know their stuff alright! Totally worth it.Happy listening,Prashanth"
299314,136,Akshay,Not discussed,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"These are great headphones, I bought them to fly to Shanghai from LA. I was shocked at how comfortable they are, I was able to sleep with them on very easily. They drown out the plane noise and feel comfortable."
302273,139,AMIT,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,positive,Not discussed,positive,Very premium feel and look. Quality wise I would spend $150 for these easy and if you are here for the bass. Hell yes it has a ton and that???s why I bought them. Very loud and the bass is so strong yet doesn???t overpower the vocals and other noises
295983,133,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,negative,Not discussed,positive,"I had these Headphones for a small while, probably just a month or two and I enjoyed them while I could. The Wireless worked really well, the sound is really well, and the bass was really well especially with the Bass boost that it has, it just blew me away and I loved them while I had them. However one time I had them resting against my arm rest and it ended up falling onto the carpet floor, and they broke, the part where the plastic headrest met the ear piece caved in and there was no way to repair them, what a waste of my $150 and I would never buy these again."
280908,117,,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,positive,Not discussed,Amazing product for this price.Works like a charm! Using it at work. Retains charge and detected by my MacBook almost immediately when turned on in BT mode.
296935,134,sachin,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"Purchased in March 2015 and the left ear speaker/noise cancellation stopped functioning. Bose only provides warranties for one year so there is no recourse other than purchasing a ""discounted"" replacement for the same model for seventy five dollars less. Have no confidence that a same model replacement will be more reliable/robust. If Bose wanted to create a better customer service approach they would allow for replacement with a different model."
293999,131,Akshay,neutral,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,"The sound is decent. It's what your pay for. If you sit in a desk and stare at a computer, you can work with these.However. If you are an athlete looking for some good wireless headphones, do not buy these. Running outdoors with these was awful.1) When I turned my head to look down the street the sound would cut out.2) As I ran I could hear the power button tapping up and down underneath my music. (The power button is the sound wave logo on the right headphone)I'm sending these back and paying a little more for a better pair."
294661,131,,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,positive,"I initially bought them for the water protection, because my sweat has fried 2 other bluetooth headphones this year! Ended up being proud of all it's other features! Really nice bass!"
291484,128,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Great value and good price recommended
295647,132,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Very happy with aukey????????
297608,134,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,I am so happy. I got a new iPhone8 last year along with a resolution to exercise listening to audiobooks to help with boredom. I have been yearning for these highly praised headphones for years. They are as wonderful as I thought they would be.
291251,128,sachin,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,"Excellent product, this is the second pair I bought, amazing sound and long lasting material, highly recommended"
293469,130,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,So far it doing great. Brought it as as a gift for my daughter. She says her music is comming out clear and crisp.
283525,120,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,Not discussed,Four weeks old and broken. No sound.  I'm going to try and return.
288361,125,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,"The only thing bad is it said it was prime but it was not. It has great build quality and also has great sound. The black color looks amazing, my grandson loves the beats solo 3 wireless and would recommend it to anyone."
307585,144,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Bought for my son and he loves them. He can plug them into his Xbox controller which is a huge plus for me
299787,136,sachin,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,They are very comfortable and sound good but I did think they would have sounded better.
290210,127,Akshay,Not discussed,Not discussed,positive,Not discussed,Not discussed,positive,Not discussed,positive,Not discussed,Not discussed,"After owning multiple brands of bluetooth head phones,  Im glad I found these.  They work great, connect quickly.  I normally use them to listen to music while I mow the yard.  Ive been pretty rough on them, yet they still work great.  Most of the cheaper ones seem to fade in and out.  These have worked flawlessly.  Some of the more comfortable headphones Ive had.  I recommend these."
288515,125,Ashish,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,I bought these for my husband for his birthday. He absolutely loves them - the sound is excellent!
298210,135,Akshay,Not discussed,neutral,Not discussed,Not discussed,Not discussed,Not discussed,neutral,Not discussed,Not discussed,Not discussed,"OK for the price, compact enough for traveling, but noise cancellation should be rather called ""noise reduction"", as it doesn't block airplane engine noise completely, only muffles it to a degree. Still makes it easier to watch movies on a plane."
282037,118,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Work well. Great for the price
288272,125,Shahrukh,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,Not discussed,"The sound is amazing and they're so comfortable! I think these are the best headphones I've ever had.IMPORTANT NOTE: You should get a hard case to store them.Some months after the purchase, the left headphone just stopped working when connected to bluetooth, but it worked perfectly fine when I used the 3,5mm jack. Luckily, I managed to get some new ones from Apple.My guess is that storing them in the provided fabric bag harmed somehow the wiring, since the headphones barely fit in it."
308017,145,sachin,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"I generally use them one at a time at night - small enough to sleep with comfortably - so far, no complaints at all."
288084,125,AMIT,Not discussed,Not discussed,Not discussed,neutral,Not discussed,Not discussed,negative,negative,Not discussed,Not discussed,"Great product, until it stops working. 7 months use and no sound out of one side. Ear pads are also ripping away from frame and just look like material is crumbling.Still under warranty, so we will see the fix they offer. Will update. At this point, not worth the price we paid, wouldn't buy again."
289505,126,Akshay,positive,negative,Not discussed,Not discussed,Not discussed,negative,positive,Not discussed,negative,Not discussed,"some difficulty getting them paired -- had to do the off/on/reboot multiple times to get them to hook up to either ipod or iphone. When they did, music sounded good although occasionally a ""hitch"" in the music -- I think a bluetooth connection issue.  Comes with multiple eartips which is good, I had to downsize from the standard to get a reasonable fit. The extra accessories were a nice touch and made the package price-worthy.  The mention of 'passive noise cancellation' is just advert bunk -- this has no function of that sort."
308487,145,Akshay,positive,Not discussed,positive,Not discussed,Not discussed,positive,positive,Not discussed,positive,Not discussed,They fit perfectly without falling out. Great sound and signal strength. Easy to set up. Love them and love the price!
285977,122,Akshay,Not discussed,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,I love these wireless bluetooth headphones. They are comfortable and great for activity. You cant go wrong with BOSE.
292312,129,AMIT,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,positive,positive,positive,"I have taken the time to write this review, I have used these headphones for over two weeks. The Bluetooth connection is excellent, super fast. The battery has excellent performance. Very good sound, wraparound, with good bass. When using them when running do not fall. Totally recommended, they have nothing to envy to powerbeats, which tripled the price."
285856,122,sachin,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,negative,negative,Not discussed,Not discussed,"At the moment, not happy. Headphones won???t charge more than fifty percent.Charging issue resolved.Best sound quality I???ve found.  Only downside is the flimsy clip to hold the headphones on and buttons are difficult to push."
291996,129,Akshay,positive,positive,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,"I used these primarily on an LG V20 with no equalizer app using Spotify.  I will admit that this is my first set of Bluetooth earbuds/headphones as I've always been a wired guy myself, but the convenience of not having to snake a wire under my shirt at the gym anymore is worth it enough. The fit is nice for my ears, and I RARELY purchase in-ear headphones due to the fact that I start getting ear pain after 10 minutes from anything that doesn't have the Bose ear-tips.The sound quality is quite acceptable, but they are not forgiving. They rely on creating a full seal inside your ear to achieve a nice bass, this is great for the music but could be dangerous for outdoor activities as they almost completely block outside noise. If you're using these in a gym though, they are great because, well, they block out all the noise. If there is not a perfect seal with these, the sound will be treble-heavy, and quiet. Luckily Anker provides several ear-tips to get a solid fit. Try them all, it will save you a lot of frustration of stopping mid-workout to re-seat them.Battery life is still being tested, but initial impressions are great! I've used these for about 3 hours at the gym for 30-45 minutes a session and I have not had to recharge the battery. I topped them off for a business trip I was going on, and the passive sound isolation worked wonders on the plane.I tend to sweat when I work out, and these have shown no signs of quitting on me. Other than the cord sometimes rubbing against my shirt, and causing some vibration noise, I wouldn't recommend anything else, and when (if?) these die for good, I will certainly get another pair."
288265,125,Shahrukh,neutral,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,Not discussed,"These sound great and bluetooth works well, but they seriously clamped my head like a vise with my glasses on. I could no longer take it and purchased another brand instead."
307928,145,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,neutral,Not discussed,Not discussed,Not discussed,"I got this product in August of 2018 and as of December 2018, and the right earbud no longer works. When the earbuds worked, they were amazing; I have very small ear canals and I have a hard time finding earbuds that will stay in my ears and these did beautifully. I really enjoyed them and I kept them with me all the time. I loved them....until today. I noticed that my right ear wasn't working, so I thought maybe if I charge them, the right one would come back on. Wrong. The left is still working fine, but I expected my earbuds to last more than 4 months for the price I paid for them. Disappointed."
281733,118,Akshay,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,positive,positive,Not discussed,Not discussed,Well made. Have a decent sound for the money.
303239,140,Ankit Saini,positive,Not discussed,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,neutral,"Great set of phones for the price.  Couldn't really find a downside but I guess if your a huge audiophile you might want to have a more dominant bass. Don't get me wrong the bass is above average but where these really excel is the balance and clarity of the sound.  I have gone back and listened to a lot of music, podcasts, random videos and you can really pick up on the very faint intricacies of what your listening to.  In my opinion the noise canceling feature should always be turned on because in addition to doing its job very well it increases the quality of sound.  Also very comfortable, flexible, sturdy quality and great battery life.  Buy with confidence people these are solid."
282161,119,Akshay,Not discussed,Not discussed,negative,positive,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,"They seemed a little small around the ears and wouldn't fit right on my head. I returned them and MPOW sent me a new pair which are adjustable. These fit on my head but still are too small for my ears. The upper portion of the pad presses my ear against my head, which is painful after a few minutes. I also wear glasses, which doesn't help. Thanks, MPOW, for trying! I will stick another pair of headphones I bought that has an oval-shaped earpiece."
306446,143,Akshay,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Not discussed,Just what we needed for our 4 year old! Now she plugs in and listen to music like her older sister :)
